"region_id","parent_id","region_name_py","region_name_cn","region_type","agency_id","weight","status"
"505","52","Xuanwu","宣武区","3","0","0","1"
"506","52","Fengtai","丰台区","3","0","0","1"
"507","52","Shijingshan","石景山区","3","0","0","1"
"508","52","Fangshan","房山区","3","0","0","1"
"509","52","Mentougou","门头沟区","3","0","0","1"
"510","52","Tongzhou","通州区","3","0","0","1"
"511","52","Shunyi","顺义区","3","0","0","1"
"512","52","Changping","昌平区","3","0","0","1"
"513","52","Huairou","怀柔区","3","0","0","1"
"514","52","Pinggu","平谷区","3","0","0","1"
"515","52","Daxing","大兴区","3","0","0","1"
"516","52","Miyun","密云县","3","0","0","1"
"517","52","Yanqing","延庆县","3","0","0","1"
"518","53","Gulou","鼓楼区","3","0","0","1"
"519","53","Taijiang","台江区","3","0","0","1"
"520","53","Cangshan","仓山区","3","0","0","1"
"521","53","Mawei","马尾区","3","0","0","1"
"522","53","Jinan","晋安区","3","0","0","1"
"523","53","Fuqing","福清市","3","0","0","1"
"524","53","Changle","长乐市","3","0","0","1"
"525","53","Minhou","闽侯县","3","0","0","1"
"526","53","Lianjiang","连江县","3","0","0","1"
"527","53","Luoyuan","罗源县","3","0","0","1"
"528","53","Minqing","闽清县","3","0","0","1"
"529","53","Yongtai","永泰县","3","0","0","1"
"530","53","Pingtan","平潭县","3","0","0","1"
"531","54","Xinluo","新罗区","3","0","0","1"
"532","54","Zhangping","漳平市","3","0","0","1"
"533","54","Changting","长汀县","3","0","0","1"
"534","54","Yongding","永定县","3","0","0","1"
"535","54","Shanghang","上杭县","3","0","0","1"
"536","54","Wuping","武平县","3","0","0","1"
"537","54","Liancheng","连城县","3","0","0","1"
"538","55","Yanping","延平区","3","0","0","1"
"539","55","Shaowu","邵武市","3","0","0","1"
"540","55","Wuyishan","武夷山市","3","0","0","1"
"541","55","Jianou","建瓯市","3","0","0","1"
"542","55","Jianyang","建阳市","3","0","0","1"
"543","55","Shunchang","顺昌县","3","0","0","1"
"544","55","Pucheng","浦城县","3","0","0","1"
"545","55","Guangze","光泽县","3","0","0","1"
"546","55","Songxi","松溪县","3","0","0","1"
"547","55","Zhenghe","政和县","3","0","0","1"
"548","56","Jiaocheng","蕉城区","3","0","0","1"
"549","56","Fuan","福安市","3","0","0","1"
"550","56","Fuding","福鼎市","3","0","0","1"
"551","56","Xiapu","霞浦县","3","0","0","1"
"552","56","Gutian","古田县","3","0","0","1"
"553","56","Pingnan","屏南县","3","0","0","1"
"554","56","Shouning","寿宁县","3","0","0","1"
"555","56","Zhouning","周宁县","3","0","0","1"
"556","56","Zherong","柘荣县","3","0","0","1"
"557","57","Chengxiang","城厢区","3","0","0","1"
"558","57","Hanjiang","涵江区","3","0","0","1"
"559","57","Licheng","荔城区","3","0","0","1"
"560","57","Xiuyu","秀屿区","3","0","0","1"
"561","57","Xianyou","仙游县","3","0","0","1"
"562","58","Licheng","鲤城区","3","0","0","1"
"563","58","Fengze","丰泽区","3","0","0","1"
"564","58","Luojiang","洛江区","3","0","0","1"
"565","58","Qingmengkaifa","清濛开发区","3","0","0","1"
